Pricing Table,,,,,,,,
package,Priority,,,,,,,
carrier,AA,,,,,,,
subcode,CUU,,,,,,,
result_type,UNITLESS_PTABLE_TYPE,,,,,,,
name,Priority Price Test_t,,,,,,,
comment,Updating stale,,,,,,,
attribute_group,TS,,,,,,,
Pricelines,,,,,,,,
arm,Comment,Segment matches required,Travel dates (Start),Travel dates (End),Loc1,Loc2,Sector direction,Result
Control,Control - no change,,08/06/2026,12/05/2026,P:ATL,P:ART,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATW,P:GSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVP,P:MQT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BDL,P:MHT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BGR,P:PGV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BHM,P:SRQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIL,P:ATW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIL,P:FAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:ACK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:CRW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:SUN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:HRL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUF,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:LAS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAK,P:ACY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHO,P:SJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CID,P:ACY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLE,P:GEG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLL,P:SBN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLT,P:GTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMH,P:SAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COU,P:ILM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:GSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:LSE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRW,P:RDM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CWA,P:BMI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CWA,P:SCE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DAY,P:BNA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DTW,P:BRO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DTW,P:EWR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ECP,P:BNA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EGE,P:ATW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:GSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:IAH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ERI,P:GJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EVV,P:LNK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWN,P:IDA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EYW,P:IAH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAT,P:BOI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAT,P:DAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:AVP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:CVG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:SUN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FSM,P:AUS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FSM,P:OKC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GEG,P:YYZ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GNV,P:BTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GPT,P:LBB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRB,P:TLH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GSP,P:TTN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GTR,P:GRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HDN,P:CLE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HHH,P:DTW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HHH,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HPN,P:MKE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HRL,P:GGG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HTS,P:EWN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ICT,P:YUM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IDA,P:AEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ILM,P:CLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IND,P:ILM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IND,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IND,P:SAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAC,P:LSE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAC,P:SEA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:STS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAS,P:GPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAS,P:IND,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAX,P:HDN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LBB,P:ANC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LEX,P:SPI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LGA,P:MLB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LIT,P:CAE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LWB,P:MSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MAF,P:TVC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCI,P:BIL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCO,P:PGV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCO,P:YYC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MDT,P:HOU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MDT,P:HPN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MGM,P:ALB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MGM,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MGM,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MHT,P:BDL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MHT,P:CHO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MIA,P:BZN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLU,P:GRR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MOB,P:IND,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MQT,P:MSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MRY,P:DTW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MRY,P:TRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSN,P:ICT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSN,P:JAC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSY,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSY,P:ORD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MTJ,P:ABQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MTJ,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MVY,P:MSY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OAJ,P:SBP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OKC,P:GPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ONT,P:TUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORF,P:BMI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PNS,P:IND,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PNS,P:TUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PSC,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RAP,P:OKC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RFD,P:SBY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RNO,P:CAE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ROA,P:BWI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ROA,P:FAR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ROA,P:FAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ROA,P:TTN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RSW,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAF,P:HRL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAT,P:BWI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAT,P:GPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAV,P:LYH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBN,P:ORH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBN,P:SAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SDF,P:ASE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SGF,P:MQT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SHV,P:GNV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SJT,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SLC,P:BOI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SLC,P:MOB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SLC,P:PGV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SMF,P:TUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SMX,P:PDX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SNA,P:SAN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPI,P:HSV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPS,P:GSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPS,P:MYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPS,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SRQ,P:AUS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SRQ,P:CLD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SRQ,P:EUG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SUN,P:MCO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SWO,P:ORF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SYR,P:LYH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TLH,P:LWB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TLH,P:PDX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TPA,P:RAP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUS,P:LAN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TVC,P:CMI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YHZ,P:FAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YUL,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YUM,P:LIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YUM,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YVR,P:PHL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YYC,P:PNS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ACT,P:IAD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AEX,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ALB,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ALB,P:CMH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATL,P:ECP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATW,P:TPA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AUS,P:FSD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:FAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:GJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:RSW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:SAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVP,P:LFT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AZO,P:FCA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BFL,P:MCO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BHM,P:RDU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIL,P:MQT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:BFL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:MOB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:PIA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BMI,P:AUS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BMI,P:BZN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:CLE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:PHF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTR,P:TXK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BWI,P:ORD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:BUR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHS,P:FWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLD,P:EWR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLD,P:GSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLL,P:GTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:BDL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:BHM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:VPS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:ANC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRW,P:BUR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRW,P:FAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:GSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:PDX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:SLC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CWA,P:IAD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CWA,P:SLC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DAY,P:SHV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DEN,P:ART,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DEN,P:CRP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EGE,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EGE,P:PHX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:SMX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:YUM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EVV,P:BGR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWN,P:AEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWR,P:AZO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EWR,P:MLB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAT,P:PIA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAY,P:HRL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FCA,P:FSD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLG,P:CRW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLG,P:GRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:SAT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLO,P:ACT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLO,P:IAH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FSM,P:IDA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FSM,P:YYC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FWA,P:ILM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FWA,P:ROA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GCK,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GEG,P:YUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GPT,P:MSN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRI,P:ABQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRI,P:MDT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRK,P:CVG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRR,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRR,P:FSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:YYZ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HDN,P:VPS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HPN,P:YUM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HSV,P:SBY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HTS,P:ILM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAD,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAD,P:HSV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:BFL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:SEA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:TLH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IDA,P:DAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IND,P:EWN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IND,P:IDA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAC,P:ERI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAC,P:PHL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:CMI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:SAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:MCI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAN,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAW,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAX,P:HRL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAX,P:LYH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAX,P:RIC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LBB,P:CLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:DFW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LEX,P:HPN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LGA,P:ICT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LWB,P:GRK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MAF,P:PHL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCI,P:EWR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MDT,P:HTS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MIA,P:CHO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MIA,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLB,P:OAJ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLI,P:TPA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSO,P:PGV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSY,P:BUF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSY,P:CHS,From Loc1 to Loc2,1.0
